Route_ID,Final_Destination,Stop_Order,Station_Name
1,Universidades – CityU,1,Portal El Dorado – C.C. Nuestro Bogotá
1,Universidades – CityU,2,Modelia
1,Universidades – CityU,3,Normandía
1,Universidades – CityU,4,Avenida Rojas - UNISALESIANA
1,Universidades – CityU,5,El Tiempo – Cámara de Comercio de Bogotá
1,Universidades – CityU,6,Salitre - El Greco
1,Universidades – CityU,7,CAN
1,Universidades – CityU,8,Gobernación
1,Universidades – CityU,9,Quinta Paredes
1,Universidades – CityU,10,Corferias
1,Universidades – CityU,11,Ciudad Universitaria - Lotería de Bogotá
1,Universidades – CityU,12,Concejo de Bogotá
1,Universidades – CityU,13,Centro Memoria
1,Universidades – CityU,14,Universidades – CityU
1,Portal El Dorado – C.C. Nuestro Bogotá,1,Universidades – CityU
1,Portal El Dorado – C.C. Nuestro Bogotá,2,Centro Memoria
1,Portal El Dorado – C.C. Nuestro Bogotá,3,Concejo de Bogotá
1,Portal El Dorado – C.C. Nuestro Bogotá,4,Ciudad Universitaria - Lotería de Bogotá
1,Portal El Dorado – C.C. Nuestro Bogotá,5,Corferias
1,Portal El Dorado – C.C. Nuestro Bogotá,6,Quinta Paredes
1,Portal El Dorado – C.C. Nuestro Bogotá,7,Gobernación
1,Portal El Dorado – C.C. Nuestro Bogotá,8,CAN
1,Portal El Dorado – C.C. Nuestro Bogotá,9,Salitre - El Greco
1,Portal El Dorado – C.C. Nuestro Bogotá,10,El Tiempo – Cámara de Comercio de Bogotá
1,Portal El Dorado – C.C. Nuestro Bogotá,11,Avenida Rojas - UNISALESIANA
1,Portal El Dorado – C.C. Nuestro Bogotá,12,Normandía
1,Portal El Dorado – C.C. Nuestro Bogotá,13,Modelia
1,Portal El Dorado – C.C. Nuestro Bogotá,14,Portal El Dorado – C.C. Nuestro Bogotá
2,Museo Nacional,1,Portal 20 de Julio
2,Museo Nacional,2,Country Sur
2,Museo Nacional,3,AV. 1 Mayo
2,Museo Nacional,4,Ciudad Jardín - UAN
2,Museo Nacional,5,Policarpa
2,Museo Nacional,6,San Bernardo
2,Museo Nacional,7,Bicentenario
2,Museo Nacional,8,San Victorino
2,Museo Nacional,9,Las Nieves
2,Museo Nacional,10,San Diego
2,Museo Nacional,11,Museo Nacional
2,Portal 20 de Julio,1,Museo Nacional
2,Portal 20 de Julio,2,San Diego
2,Portal 20 de Julio,3,Las Nieves
2,Portal 20 de Julio,4,San Victorino
2,Portal 20 de Julio,5,Bicentenario
2,Portal 20 de Julio,6,San Bernardo
2,Portal 20 de Julio,7,Policarpa
2,Portal 20 de Julio,8,Ciudad Jardín - UAN
2,Portal 20 de Julio,9,AV. 1 Mayo
2,Portal 20 de Julio,10,Country Sur
2,Portal 20 de Julio,11,Portal 20 de Julio
3,Portal Tunal,1,Corferias
3,Portal Tunal,2,Ciudad Universitaria - Lotería de Bogotá
3,Portal Tunal,3,Concejo de Bogotá
3,Portal Tunal,4,Centro Memoria
3,Portal Tunal,5,Calle 22
3,Portal Tunal,6,AV. Jiménez - Caracas
3,Portal Tunal,7,Hortúa
3,Portal Tunal,8,Nariño
3,Portal Tunal,9,Fucha
3,Portal Tunal,10,Restrepo
3,Portal Tunal,11,Olaya
3,Portal Tunal,12,Quiroga
3,Portal Tunal,13,Calle 40 Sur
3,Portal Tunal,14,Santa Lucía
3,Portal Tunal,15,Biblioteca
3,Portal Tunal,16,Parque
3,Portal Tunal,17,Portal Tunal
3,Corferias,1,Portal Tunal
3,Corferias,2,Parque
3,Corferias,3,Biblioteca
3,Corferias,4,Santa Lucía
3,Corferias,5,Calle 40 Sur
3,Corferias,6,Quiroga
3,Corferias,7,Olaya
3,Corferias,8,Restrepo
3,Corferias,9,Fucha
3,Corferias,10,Nariño
3,Corferias,11,Hortúa
3,Corferias,12,AV. Jiménez - Caracas
3,Corferias,13,Calle 22
3,Corferias,14,Centro Memoria
3,Corferias,15,Concejo de Bogotá
3,Corferias,16,Ciudad Universitaria - Lotería de Bogotá
3,Corferias,17,Corferias
4,Portal Sur - JFK Coop. Financiera,1,Héroes
4,Portal Sur - JFK Coop. Financiera,2,Polo - FINCOMERCIO
4,Portal Sur - JFK Coop. Financiera,3,Escuela Militar
4,Portal Sur - JFK Coop. Financiera,4,Calle 75 - Zona M
4,Portal Sur - JFK Coop. Financiera,5,AV. Chile
4,Portal Sur - JFK Coop. Financiera,6,7 de Agosto
4,Portal Sur - JFK Coop. Financiera,7,Movistar Arena
4,Portal Sur - JFK Coop. Financiera,8,Campín - UAN
4,Portal Sur - JFK Coop. Financiera,9,Universidad Nacional
4,Portal Sur - JFK Coop. Financiera,10,AV. ElDorado
4,Portal Sur - JFK Coop. Financiera,11,CAD
4,Portal Sur - JFK Coop. Financiera,12,Paloquemao
4,Portal Sur - JFK Coop. Financiera,13,Ricaurte - NQS
4,Portal Sur - JFK Coop. Financiera,14,Comuneros
4,Portal Sur - JFK Coop. Financiera,15,Santa Isabel
4,Portal Sur - JFK Coop. Financiera,16,NQS - Calle 30 S
4,Portal Sur - JFK Coop. Financiera,17,NQS - Calle 38A S
4,Portal Sur - JFK Coop. Financiera,18,General Santander
4,Portal Sur - JFK Coop. Financiera,19,Alquería
4,Portal Sur - JFK Coop. Financiera,20,Venecia
4,Portal Sur - JFK Coop. Financiera,21,Sevillana
4,Portal Sur - JFK Coop. Financiera,22,CC Paseo Villa del Río - Madelena
4,Portal Sur - JFK Coop. Financiera,23,Perdomo
4,Portal Sur - JFK Coop. Financiera,24,Portal Sur - JFK Coop. Financiera
4,Héroes,1,Portal Sur - JFK Coop. Financiera
4,Héroes,2,Perdomo
4,Héroes,3,CC Paseo Villa del Río - Madelena
4,Héroes,4,Sevillana
4,Héroes,5,Venecia
4,Héroes,6,Alquería
4,Héroes,7,General Santander
4,Héroes,8,NQS - Calle 38A S
4,Héroes,9,NQS - Calle 30 S
4,Héroes,10,Santa Isabel
4,Héroes,11,Comuneros
4,Héroes,12,Ricaurte - NQS
4,Héroes,13,Paloquemao
4,Héroes,14,CAD
4,Héroes,15,AV. ElDorado
4,Héroes,16,Universidad Nacional
4,Héroes,17,Campín - UAN
4,Héroes,18,Movistar Arena
4,Héroes,19,7 de Agosto
4,Héroes,20,AV. Chile
4,Héroes,21,Calle 75 - Zona M
4,Héroes,22,Escuela Militar
4,Héroes,23,Polo - FINCOMERCIO
4,Héroes,24,Héroes
5,Portal Américas,1,Calle 22
5,Portal Américas,2,AV. Jiménez - CL 13
5,Portal Américas,3,De La Sabana
5,Portal Américas,4,San Facon Carrera 22
5,Portal Américas,5,Ricaurte - CL 13
5,Portal Américas,6,CDS - Carrera 32
5,Portal Américas,7,Zona Industrial
5,Portal Américas,8,Carrera 43 - Comapan
5,Portal Américas,9,Puente Aranda
5,Portal Américas,10,Distrito Grafiti
5,Portal Américas,11,Pradera - Plaza Central
5,Portal Américas,12,Marsella
5,Portal Américas,13,AV. Américas - AV. Boyacá
5,Portal Américas,14,Mandalay
5,Portal Américas,15,Banderas
5,Portal Américas,16,Transversal 86
5,Portal Américas,17,Biblioteca Tintal
5,Portal Américas,18,Portal Américas
5,Calle 22,1,Portal Américas
5,Calle 22,2,Biblioteca Tintal
5,Calle 22,3,Transversal 86
5,Calle 22,4,Banderas
5,Calle 22,5,Mandalay
5,Calle 22,6,AV. Américas - AV. Boyacá
5,Calle 22,7,Marsella
5,Calle 22,8,Pradera - Plaza Central
5,Calle 22,9,Distrito Grafiti
5,Calle 22,10,Puente Aranda
5,Calle 22,11,Carrera 43 - Comapan
5,Calle 22,12,Zona Industrial
5,Calle 22,13,CDS - Carrera 32
5,Calle 22,14,Ricaurte - CL 13
5,Calle 22,15,San Facon Carrera 22
5,Calle 22,16,De La Sabana
5,Calle 22,17,AV. Jiménez - CL 13
5,Calle 22,18,Calle 22
6,Universidades – CityU,1,Portal 80
6,Universidades – CityU,2,Quirigua
6,Universidades – CityU,3,Carrera 90
6,Universidades – CityU,4,AV. Cali
6,Universidades – CityU,5,Granja - Kr 77
6,Universidades – CityU,6,Minuto de Dios
6,Universidades – CityU,7,AV. Boyacá
6,Universidades – CityU,8,Ferias
6,Universidades – CityU,9,AV. 68
6,Universidades – CityU,10,Carrera 53
6,Universidades – CityU,11,Carrera 47
6,Universidades – CityU,12,Escuela Militar
6,Universidades – CityU,13,Polo - FINCOMERCIO
6,Universidades – CityU,14,Calle 76 - San Felipe
6,Universidades – CityU,15,Flores – Areandina
6,Universidades – CityU,16,Calle 57
6,Universidades – CityU,17,Marly
6,Universidades – CityU,18,Calle 45 - American School Way
6,Universidades – CityU,19,Calle 34
6,Universidades – CityU,20,Universidades – CityU
6,Portal 80,1,Universidades – CityU
6,Portal 80,2,Calle 34
6,Portal 80,3,Calle 45 - American School Way
6,Portal 80,4,Marly
6,Portal 80,5,Calle 57
6,Portal 80,6,Flores – Areandina
6,Portal 80,7,Calle 76 - San Felipe
6,Portal 80,8,Polo - FINCOMERCIO
6,Portal 80,9,Escuela Militar
6,Portal 80,10,Carrera 47
6,Portal 80,11,Carrera 53
6,Portal 80,12,AV. 68
6,Portal 80,13,Ferias
6,Portal 80,14,AV. Boyacá
6,Portal 80,15,Minuto de Dios
6,Portal 80,16,Granja - Kr 77
6,Portal 80,17,AV. Cali
6,Portal 80,18,Carrera 90
6,Portal 80,19,Quirigua
6,Portal 80,20,Portal 80
7,Polo - FINCOMERCIO,1,Portal Suba
7,Polo - FINCOMERCIO,2,La Campiña
7,Polo - FINCOMERCIO,3,Suba - TV. 91
7,Polo - FINCOMERCIO,4,21 Ángeles
7,Polo - FINCOMERCIO,5,Gratamira
7,Polo - FINCOMERCIO,6,Suba - AV. Boyacá
7,Polo - FINCOMERCIO,7,Niza - Calle 127
7,Polo - FINCOMERCIO,8,Humedal Córdoba
7,Polo - FINCOMERCIO,9,Suba - Calle 116
7,Polo - FINCOMERCIO,10,Puentelargo
7,Polo - FINCOMERCIO,11,Suba - Calle 100
7,Polo - FINCOMERCIO,12,Suba - Calle 95
7,Polo - FINCOMERCIO,13,Rionegro
7,Polo - FINCOMERCIO,14,San Martín
7,Polo - FINCOMERCIO,15,Escuela Militar
7,Polo - FINCOMERCIO,16,Polo - FINCOMERCIO
7,Portal Suba,1,Polo - FINCOMERCIO
7,Portal Suba,2,Escuela Militar
7,Portal Suba,3,San Martín
7,Portal Suba,4,Rionegro
7,Portal Suba,5,Suba - Calle 95
7,Portal Suba,6,Suba - Calle 100
7,Portal Suba,7,Puentelargo
7,Portal Suba,8,Suba - Calle 116
7,Portal Suba,9,Humedal Córdoba
7,Portal Suba,10,Niza - Calle 127
7,Portal Suba,11,Suba - AV. Boyacá
7,Portal Suba,12,Gratamira
7,Portal Suba,13,21 Ángeles
7,Portal Suba,14,Suba - TV. 91
7,Portal Suba,15,La Campiña
7,Portal Suba,16,Portal Suba
8,Guatoque - Veraguas,1,Terminal
8,Guatoque - Veraguas,2,Calle 187
8,Guatoque - Veraguas,3,Portal Norte – Unicervantes
8,Guatoque - Veraguas,4,Toberin - Foundever
8,Guatoque - Veraguas,5,Calle 161
8,Guatoque - Veraguas,6,Mazurén
8,Guatoque - Veraguas,7,Calle 142
8,Guatoque - Veraguas,8,Alcalá – Colegio S. Tomás Dominicos
8,Guatoque - Veraguas,9,Prado
8,Guatoque - Veraguas,10,Calle 127
8,Guatoque - Veraguas,11,Pepe Sierra
8,Guatoque - Veraguas,12,Calle 106 - Maletas Explora
8,Guatoque - Veraguas,13,Calle 100 - Marketmedios
8,Guatoque - Veraguas,14,Virrey
8,Guatoque - Veraguas,15,Calle 85
8,Guatoque - Veraguas,16,Héroes
8,Guatoque - Veraguas,17,Calle 76 - San Felipe
8,Guatoque - Veraguas,18,Flores – Areandina
8,Guatoque - Veraguas,19,Calle 57
8,Guatoque - Veraguas,20,Marly
8,Guatoque - Veraguas,21,Calle 45 - American School Way
8,Guatoque - Veraguas,22,Calle 22
8,Guatoque - Veraguas,23,AV. Jiménez - Caracas
8,Guatoque - Veraguas,24,Tygua - San José
8,Guatoque - Veraguas,25,Guatoque - Veraguas
8,Terminal,1,Guatoque - Veraguas
8,Terminal,2,Tygua - San José
8,Terminal,3,AV. Jiménez - Caracas
8,Terminal,4,Calle 22
8,Terminal,5,Calle 45 - American School Way
8,Terminal,6,Marly
8,Terminal,7,Calle 57
8,Terminal,8,Flores – Areandina
8,Terminal,9,Calle 76 - San Felipe
8,Terminal,10,Héroes
8,Terminal,11,Calle 85
8,Terminal,12,Virrey
8,Terminal,13,Calle 100 - Marketmedios
8,Terminal,14,Calle 106 - Maletas Explora
8,Terminal,15,Pepe Sierra
8,Terminal,16,Calle 127
8,Terminal,17,Prado
8,Terminal,18,Alcalá – Colegio S. Tomás Dominicos
8,Terminal,19,Calle 142
8,Terminal,20,Mazurén
8,Terminal,21,Calle 161
8,Terminal,22,Toberin - Foundever
8,Terminal,23,Portal Norte – Unicervantes
8,Terminal,24,Calle 187
8,Terminal,25,Terminal
A52,Flores - Areandina,1,Portal Sur - JFK Coop. Financiera
A52,Flores - Areandina,2,Perdomo
A52,Flores - Areandina,3,CC Paseo Villa del Río - Madelena
A52,Flores - Areandina,4,Venecia
A52,Flores - Areandina,5,Alquería
A52,Flores - Areandina,6,General Santander
A52,Flores - Areandina,7,NQS - Calle 30 S
A52,Flores - Areandina,8,Santa Isabel
A52,Flores - Areandina,9,Calle 76 - San Felipe
A52,Flores - Areandina,10,Flores – Areandina
A60,Calle 76 - San Felipe,1,Portal Américas
A60,Calle 76 - San Felipe,2,Transversal 86
A60,Calle 76 - San Felipe,3,Banderas
A60,Calle 76 - San Felipe,4,Distrito Grafiti
A60,Calle 76 - San Felipe,5,Carrera 43 - Comapan
A60,Calle 76 - San Felipe,6,Ricaurte - CL 13
A60,Calle 76 - San Felipe,7,De La Sabana
A60,Calle 76 - San Felipe,8,Calle 45 - American School Way
A60,Calle 76 - San Felipe,9,Marly
A60,Calle 76 - San Felipe,10,Calle 76 - San Felipe
B10,Portal Norte - Unicervantes,1,Portal 80
B10,Portal Norte - Unicervantes,2,Carrera 90
B10,Portal Norte - Unicervantes,3,AV. Cali
B10,Portal Norte - Unicervantes,4,Granja - Kr 77
B10,Portal Norte - Unicervantes,5,AV. Boyacá
B10,Portal Norte - Unicervantes,6,AV. 68
B10,Portal Norte - Unicervantes,7,Carrera 53
B10,Portal Norte - Unicervantes,8,Carrera 47
B10,Portal Norte - Unicervantes,9,Calle 85
B10,Portal Norte - Unicervantes,10,Calle 100 - Marketmedios
B10,Portal Norte - Unicervantes,11,Alcalá – Colegio S. Tomás Dominicos
B10,Portal Norte - Unicervantes,12,Mazurén
B10,Portal Norte - Unicervantes,13,Toberin - Foundever
B10,Portal Norte - Unicervantes,14,Portal Norte – Unicervantes
B11,Terminal,1,Portal Sur - JFK Coop. Financiera
B11,Terminal,2,CC Paseo Villa del Río - Madelena
B11,Terminal,3,Alquería
B11,Terminal,4,NQS - Calle 30 S
B11,Terminal,5,Santa Isabel
B11,Terminal,6,Ricaurte - NQS
B11,Terminal,7,Paloquemao
B11,Terminal,8,Campín - UAN
B11,Terminal,9,Escuela Militar
B11,Terminal,10,Héroes
B11,Terminal,11,Calle 85
B11,Terminal,12,Virrey
B11,Terminal,13,Calle 106 - Maletas Explora
B11,Terminal,14,Pepe Sierra
B11,Terminal,15,Toberin - Foundever
B11,Terminal,16,Calle 187
B11,Terminal,17,Terminal
B12,Portal Norte - Unicervantes,1,General Santander
B12,Portal Norte - Unicervantes,2,Comuneros
B12,Portal Norte - Unicervantes,3,Ricaurte - NQS
B12,Portal Norte - Unicervantes,4,AV. ElDorado
B12,Portal Norte - Unicervantes,5,Universidad Nacional
B12,Portal Norte - Unicervantes,6,7 de Agosto
B12,Portal Norte - Unicervantes,7,Calle 75 - Zona M
B12,Portal Norte - Unicervantes,8,La Castellana
B12,Portal Norte - Unicervantes,9,Calle 100 - Marketmedios
B12,Portal Norte - Unicervantes,10,Calle 127
B12,Portal Norte - Unicervantes,11,Prado
B12,Portal Norte - Unicervantes,12,Calle 142
B12,Portal Norte - Unicervantes,13,Toberin - Foundever
B12,Portal Norte - Unicervantes,14,Portal Norte – Unicervantes
B13,Portal Norte - Unicervantes,1,Portal Tunal
B13,Portal Norte - Unicervantes,2,Biblioteca
B13,Portal Norte - Unicervantes,3,Calle 40 Sur
B13,Portal Norte - Unicervantes,4,Quiroga
B13,Portal Norte - Unicervantes,5,Restrepo
B13,Portal Norte - Unicervantes,6,Hortúa
B13,Portal Norte - Unicervantes,7,Calle 22
B13,Portal Norte - Unicervantes,8,Flores – Areandina
B13,Portal Norte - Unicervantes,9,Calle 76 - San Felipe
B13,Portal Norte - Unicervantes,10,Calle 85
B13,Portal Norte - Unicervantes,11,Calle 106 - Maletas Explora
B13,Portal Norte - Unicervantes,12,Calle 127
B13,Portal Norte - Unicervantes,13,Calle 142
B13,Portal Norte - Unicervantes,14,Mazurén
B13,Portal Norte - Unicervantes,15,Calle 161
B13,Portal Norte - Unicervantes,16,Portal Norte – Unicervantes
B16,Terminal,1,Portal El Dorado – C.C. Nuestro Bogotá
B16,Terminal,2,Modelia
B16,Terminal,3,Avenida Rojas - UNISALESIANA
B16,Terminal,4,El Tiempo – Cámara de Comercio de Bogotá
B16,Terminal,5,Salitre - El Greco
B16,Terminal,6,CAN
B16,Terminal,7,Quinta Paredes
B16,Terminal,8,Corferias
B16,Terminal,9,AV. ElDorado
B16,Terminal,10,AV. Chile
B16,Terminal,11,Pepe Sierra
B16,Terminal,12,Alcalá – Colegio S. Tomás Dominicos
B16,Terminal,13,Mazurén
B16,Terminal,14,Toberin - Foundever
B16,Terminal,15,Calle 187
B16,Terminal,16,Terminal
B18,Terminal,1,Portal 20 de Julio
B18,Terminal,2,Country Sur
B18,Terminal,3,AV. 1 Mayo
B18,Terminal,4,San Bernardo
B18,Terminal,5,Bicentenario
B18,Terminal,6,AV. Jiménez - CL 13
B18,Terminal,7,Calle 34
B18,Terminal,8,Calle 45 - American School Way
B18,Terminal,9,Calle 76 - San Felipe
B18,Terminal,10,Virrey
B18,Terminal,11,Pepe Sierra
B18,Terminal,12,Calle 127
B18,Terminal,13,Alcalá – Colegio S. Tomás Dominicos
B18,Terminal,14,Calle 187
B18,Terminal,15,Terminal
B23,Alcalá – Colegio S. Tomás Dominicos,1,Portal El Dorado – C.C. Nuestro Bogotá
B23,Alcalá – Colegio S. Tomás Dominicos,2,Avenida Rojas - UNISALESIANA
B23,Alcalá – Colegio S. Tomás Dominicos,3,El Tiempo – Cámara de Comercio de Bogotá
B23,Alcalá – Colegio S. Tomás Dominicos,4,Salitre - El Greco
B23,Alcalá – Colegio S. Tomás Dominicos,5,CAN
B23,Alcalá – Colegio S. Tomás Dominicos,6,Gobernación
B23,Alcalá – Colegio S. Tomás Dominicos,7,Ciudad Universitaria - Lotería de Bogotá
B23,Alcalá – Colegio S. Tomás Dominicos,8,Concejo de Bogotá
B23,Alcalá – Colegio S. Tomás Dominicos,9,Calle 34
B23,Alcalá – Colegio S. Tomás Dominicos,10,Calle 45 - American School Way
B23,Alcalá – Colegio S. Tomás Dominicos,11,Marly
B23,Alcalá – Colegio S. Tomás Dominicos,12,Calle 57
B23,Alcalá – Colegio S. Tomás Dominicos,13,Calle 85
B23,Alcalá – Colegio S. Tomás Dominicos,14,Calle 127
B23,Alcalá – Colegio S. Tomás Dominicos,15,Prado
B23,Alcalá – Colegio S. Tomás Dominicos,16,Alcalá – Colegio S. Tomás Dominicos
B26,Alcalá – Colegio S. Tomás Dominicos,1,Portal Américas
B26,Alcalá – Colegio S. Tomás Dominicos,2,Biblioteca Tintal
B26,Alcalá – Colegio S. Tomás Dominicos,3,Transversal 86
B26,Alcalá – Colegio S. Tomás Dominicos,4,Banderas
B26,Alcalá – Colegio S. Tomás Dominicos,5,Mandalay
B26,Alcalá – Colegio S. Tomás Dominicos,6,AV. Américas - AV. Boyacá
B26,Alcalá – Colegio S. Tomás Dominicos,7,Héroes
B26,Alcalá – Colegio S. Tomás Dominicos,8,Calle 85
B26,Alcalá – Colegio S. Tomás Dominicos,9,Virrey
B26,Alcalá – Colegio S. Tomás Dominicos,10,Calle 100 - Marketmedios
B26,Alcalá – Colegio S. Tomás Dominicos,11,Calle 127
B26,Alcalá – Colegio S. Tomás Dominicos,12,Alcalá – Colegio S. Tomás Dominicos
B27,Portal Norte - Unicervantes,1,Portal Tunal
B27,Portal Norte - Unicervantes,2,Calle 40 Sur
B27,Portal Norte - Unicervantes,3,AV. Jiménez - Caracas
B27,Portal Norte - Unicervantes,4,Calle 34
B27,Portal Norte - Unicervantes,5,Héroes
B27,Portal Norte - Unicervantes,6,Calle 85
B27,Portal Norte - Unicervantes,7,Virrey
B27,Portal Norte - Unicervantes,8,Calle 100 - Marketmedios
B27,Portal Norte - Unicervantes,9,Toberin - Foundever
B27,Portal Norte - Unicervantes,10,Portal Norte – Unicervantes
B28,Portal Norte - Unicervantes,1,Portal Américas
B28,Portal Norte - Unicervantes,2,Biblioteca Tintal
B28,Portal Norte - Unicervantes,3,Banderas
B28,Portal Norte - Unicervantes,4,Marsella
B28,Portal Norte - Unicervantes,5,Zona Industrial
B28,Portal Norte - Unicervantes,6,CDS - Carrera 32
B28,Portal Norte - Unicervantes,7,La Castellana
B28,Portal Norte - Unicervantes,8,Calle 106 - Maletas Explora
B28,Portal Norte - Unicervantes,9,Pepe Sierra
B28,Portal Norte - Unicervantes,10,Prado
B28,Portal Norte - Unicervantes,11,Calle 161
B28,Portal Norte - Unicervantes,12,Portal Norte – Unicervantes
B46,Portal Norte - Unicervantes,1,San Mateo - CC Unisur
B46,Portal Norte - Unicervantes,2,Terreros - Hospital Cardio Vascular
B46,Portal Norte - Unicervantes,3,León XIII
B46,Portal Norte - Unicervantes,4,La Despensa
B46,Portal Norte - Unicervantes,5,Bosa
B46,Portal Norte - Unicervantes,6,Calle 100 - Marketmedios
B46,Portal Norte - Unicervantes,7,Alcalá – Colegio S. Tomás Dominicos
B46,Portal Norte - Unicervantes,8,Toberin - Foundever
B46,Portal Norte - Unicervantes,9,Portal Norte – Unicervantes
B50,Calle 161,1,Portal Suba
B50,Calle 161,2,La Campiña
B50,Calle 161,3,Suba - TV. 91
B50,Calle 161,4,21 Ángeles
B50,Calle 161,5,Suba - Calle 116
B50,Calle 161,6,Puentelargo
B50,Calle 161,7,Rionegro
B50,Calle 161,8,Escuela Militar
B50,Calle 161,9,Héroes
B50,Calle 161,10,Calle 85
B50,Calle 161,11,Virrey
B50,Calle 161,12,Calle 142
B50,Calle 161,13,Calle 161
B55,Toberin - Foundever,1,Portal 80
B55,Toberin - Foundever,2,Quirigua
B55,Toberin - Foundever,3,AV. Cali
B55,Toberin - Foundever,4,Granja - Kr 77
B55,Toberin - Foundever,5,Minuto de Dios
B55,Toberin - Foundever,6,Ferias
B55,Toberin - Foundever,7,Polo - FINCOMERCIO
B55,Toberin - Foundever,8,Héroes
B55,Toberin - Foundever,9,Virrey
B55,Toberin - Foundever,10,Calle 106 - Maletas Explora
B55,Toberin - Foundever,11,Pepe Sierra
B55,Toberin - Foundever,12,Prado
B55,Toberin - Foundever,13,Calle 142
B55,Toberin - Foundever,14,Calle 161
B55,Toberin - Foundever,15,Toberin - Foundever
B72,Toberin - Foundever,1,Portal Usme
B72,Toberin - Foundever,2,Molinos
B72,Toberin - Foundever,3,Socorro
B72,Toberin - Foundever,4,Olaya
B72,Toberin - Foundever,5,Fucha
B72,Toberin - Foundever,6,Nariño
B72,Toberin - Foundever,7,Tygua - San José
B72,Toberin - Foundever,8,Paloquemao
B72,Toberin - Foundever,9,Movistar Arena
B72,Toberin - Foundever,10,AV. Chile
B72,Toberin - Foundever,11,La Castellana
B72,Toberin - Foundever,12,Pepe Sierra
B72,Toberin - Foundever,13,Alcalá – Colegio S. Tomás Dominicos
B72,Toberin - Foundever,14,Mazurén
B72,Toberin - Foundever,15,Toberin - Foundever
B74,Portal Norte - Unicervantes,1,Universidades – CityU
B74,Portal Norte - Unicervantes,2,Calle 45 - American School Way
B74,Portal Norte - Unicervantes,3,Calle 57
B74,Portal Norte - Unicervantes,4,Héroes
B74,Portal Norte - Unicervantes,5,Virrey
B74,Portal Norte - Unicervantes,6,Prado
B74,Portal Norte - Unicervantes,7,Calle 142
B74,Portal Norte - Unicervantes,8,Calle 146
B74,Portal Norte - Unicervantes,9,Mazurén
B74,Portal Norte - Unicervantes,10,Toberin - Foundever
B74,Portal Norte - Unicervantes,11,Portal Norte – Unicervantes
B75,Portal Norte - Unicervantes,1,Portal Usme
B75,Portal Norte - Unicervantes,2,Danubio
B75,Portal Norte - Unicervantes,3,Molinos
B75,Portal Norte - Unicervantes,4,Consuelo
B75,Portal Norte - Unicervantes,5,Socorro
B75,Portal Norte - Unicervantes,6,Santa Lucía
B75,Portal Norte - Unicervantes,7,Fucha
B75,Portal Norte - Unicervantes,8,Nariño
B75,Portal Norte - Unicervantes,9,Hortúa
B75,Portal Norte - Unicervantes,10,AV. Jiménez - Caracas
B75,Portal Norte - Unicervantes,11,Marly
B75,Portal Norte - Unicervantes,12,Calle 57
B75,Portal Norte - Unicervantes,13,Calle 76 - San Felipe
B75,Portal Norte - Unicervantes,14,Héroes
B75,Portal Norte - Unicervantes,15,Calle 100 - Marketmedios
B75,Portal Norte - Unicervantes,16,Prado
B75,Portal Norte - Unicervantes,17,Calle 142
B75,Portal Norte - Unicervantes,18,Toberin - Foundever
